p1,-0.982104948,0.113405562,0
p2,-0.337720399,0.066158367,1
p3,-0.124440099,0.922233621,0
p4,-0.888085642,0.379559173,0
p5,-0.309115527,0.237868001,1
p6,-0.152125715,1.007208171,0
p7,0.20332872,-0.238223941,1
p8,-0.384842972,0.046399644,1
p9,0.022050129,0.983951122,0
p10,-0.294797814,-0.172019125,1
p11,0.228069183,-0.918072909,0
p12,0.892632064,-0.276565092,0
p13,0.292560247,-0.063828894,1
p14,0.084162861,-0.315821531,1
p15,-0.364283303,-0.050723884,1
p16,-0.329269,0.050721747,1
p17,-0.533517891,0.779853362,0
p18,0.266161987,0.919675586,0
p19,1.032284338,0.194359524,0
p20,1.015407147,-0.188989808,0
p21,-0.25970093,0.147691039,1
p22,0.142419531,0.263593179,1
p23,0.875454355,-0.447822868,0
p24,0.736169331,0.65694216,0
p25,0.046285345,0.406475658,1
p26,-0.090176279,0.288850209,1
p27,-0.201123976,0.147863244,1
p28,0.50257526,0.892006964,0
p29,0.164334797,-0.206575293,1
p30,0.203197921,-0.086464146,1
p31,-0.118707516,-1.060883157,0
p32,-0.070300789,-0.241480088,1
p33,-0.314613723,-0.861195257,0
p34,-0.971676106,-0.057175524,0
p35,-0.103413418,-0.963038752,0
p36,-0.218104958,-0.129657461,1
p37,-0.175502638,0.177001864,1
p38,-0.330904261,0.067681843,1
p39,-0.887193012,0.377481788,0
p40,1.013886463,0.232978094,0
p41,-0.231315029,0.152227429,1
p42,0.904328213,0.301028878,0
p43,0.222878785,-0.077785441,1
p44,-0.242216914,0.151622687,1
p45,-0.285075293,0.012092334,1
p46,-0.597010269,-0.675771354,0
p47,1.003299211,-0.090495667,0
p48,-0.316136035,-0.154911284,1
p49,0.286625448,-0.046259681,1
p50,-0.230369304,-0.154926311,1
p51,-0.986355246,0.223500155,0
p52,0.20642045,-0.06308973,1
p53,-0.452647398,-0.853401423,0
p54,0.019779539,-1.045730381,0
p55,-0.208860247,0.258769006,1
p56,-0.263504463,1.049812194,0
p57,-0.083285283,0.202993849,1
p58,-0.792766593,-0.479983305,0
p59,0.148632807,-0.243806703,1
