p1,0.498888,0.247432,16
p2,0.839111863,0.075295902,21
p3,-0.974462184,-0.054142592,15
p4,-0.008847267,0.071272652,30
p5,2.122027953,0.437456099,20
p6,2.138587684,0.345610726,30
p7,1.972480349,0.114143259,29
p8,1.055978319,0.084342081,3
p9,0.706306587,0.786338494,12
p10,1.84810891,0.073428062,23
p11,0.238801025,1.010129866,29
p12,1.196127576,-0.584331787,4
p13,2.022741346,0.285436339,13
p14,0.157393978,-0.056172263,1
p15,0.62243735,-0.350829999,16
p16,0.527314156,0.922699698,26
p17,0.855484915,0.208764523,7
p18,0.623606801,0.955259957,10
p19,1.486756909,-0.431226482,31
p20,1.975610695,0.256123229,23
p21,0.884674266,-0.624582958,29
p22,1.617978567,-0.36247133,2
p23,0.494805217,0.826561689,4
p24,0.187834293,-0.042547171,3
p25,1.549058993,-0.199196045,9
p26,1.720570947,-0.395611557,31
p27,1.675029989,-0.223929245,26
p28,0.916999999,-0.468860602,1
p29,-0.25862141,1.018916663,28
p30,0.141418597,0.001368497,10
p31,0.240764594,-0.463857786,23
p32,0.904523466,-0.438261152,9
p33,0.769881821,0.566771904,11
p34,0.949107466,-0.012811954,22
p35,1.465606488,-0.524158288,23
p36,1.415031466,-0.248655806,18
p37,0.421616888,-0.505235419,2
p38,-0.921851841,-0.147388654,9
p39,-1.063383894,0.310427447,2
p40,1.705705798,-0.321398625,27
p41,0.783203043,0.656652973,26
p42,0.11099414,0.39956176,26
p43,2.179394832,0.429460942,11
p44,-0.724767334,0.797028611,6
p45,0.316205122,1.013627712,29
p46,0.976177687,0.194035653,11
p47,1.85013236,0.187135506,28
p48,2.013562975,0.38053599,10
p49,1.038994785,0.289732381,21
p50,-1.083874993,0.474055415,30
p51,0.260512989,1.008731476,7
p52,0.956510208,0.014315771,24
p53,0.845908607,-0.516113264,12
p54,-0.132143501,0.278051633,10
p55,-0.474719059,1.008219401,3
p56,-0.527918016,1.042796796,22
p57,0.455476204,-0.265899754,2
p58,-0.182438108,0.2086246,30
p59,1.106483693,0.081054874,4
p60,-0.082873805,0.214424911,5
p61,1.841397935,-0.114771982,21
p62,0.12935679,0.384379994,12
p63,0.773371225,0.429220728,1
p64,0.708302493,0.797557101,11
p65,-1.061243229,-0.034868164,13
p66,1.958265743,0.082868438,5
p67,0.925582233,0.647801951,29
p68,0.006519563,0.313261772,5
p69,1.021244928,-0.521954156,9
p70,-0.942398073,0.290571805,23
p71,-0.815322125,0.206467236,22
p72,0.559352079,0.749016627,8
p73,0.075695697,0.908096568,11
p74,0.25086231,-0.092761281,31
p75,-0.235048321,0.913935591,18
p76,0.64770525,0.614020578,1
p77,1.996272638,0.249208075,31
p78,0.746590486,-0.357273742,2
p79,0.884985162,0.334844253,16
p80,-0.101224918,0.214651774,1
p81,0.156177287,0.3471465,5
p82,-0.169383985,0.920313856,3
p83,0.485705319,0.817119629,10
p84,0.072482516,0.952077633,25
p85,-0.924191102,0.444361058,3
p86,-0.271740453,0.804332061,27
p87,1.381899354,-0.463626565,4
p88,-0.85777486,0.244638781,19
p89,1.124207866,0.153556778,5
p90,0.205273682,1.03507448,25
p91,-0.700437964,0.454812103,19
p92,0.965208795,0.12659317,28
p93,0.036623941,0.419537392,16
p94,0.526552985,-0.276449062,18
p95,1.634984462,-0.348638785,18
p96,-0.928824008,0.059369682,2
p97,0.11582852,0.726437985,28
p98,0.166325453,-0.11034333,26
p99,0.530570981,-0.403163038,7
p100,0.233672525,0.927341887,23
p101,1.09032637,0.163741191,14
p102,0.439436092,-0.266221038,25
p103,1.626893901,-0.318594706,15
p104,0.193065882,0.254576016,26
p105,1.247217483,-0.594393075,31
p106,0.897343155,0.144808865,1
p107,0.515687987,0.798185662,7
p108,-0.263352899,0.939206215,23
p109,0.134519078,0.952287262,6
p110,-0.141866415,0.975852502,31
p111,0.125860893,1.00542368,9
p112,0.178846639,-0.171756689,15
p113,0.341995526,-0.311659659,10
p114,-0.405194034,0.858487468,7
p115,0.655497654,0.714344533,15
p116,-0.007259225,0.355308547,23
